participant_id,trial_id,language,session_type,sentence_type,trial_length_ms,mean_saccade_amplitude,saccade_count,mean_saccade_velocity,mean_saccade_duration,saccade_rate
edf06,5,,free_viewing,,5840,2.1818181818181817,11,67.42272727272729,29.272727272727273,1.8835616438356164
edf06,6,,free_viewing,,5722,2.1938461538461542,13,65.0023076923077,30.923076923076923,2.271932890597693
edf06,7,,free_viewing,,5905,2.5881250000000002,16,76.858125,30.625,2.7095681625740897
edf06,8,,free_viewing,,6121,3.6399999999999997,17,90.45823529411764,36.23529411764706,2.777323966672112
edf06,9,,free_viewing,,5729,3.675625,16,107.498125,48.625,2.79280851806598
edf07,1,,free_viewing,,5693,3.6246153846153844,13,91.46307692307693,34.61538461538461,2.283506060073775
edf07,10,,free_viewing,,5818,2.195,6,114.19666666666667,55.333333333333336,1.0312822275696116
edf07,11,,free_viewing,,5943,2.327142857142857,7,100.87142857142858,55.42857142857143,1.1778563015312133
edf07,12,,free_viewing,,6037,1.67625,8,87.65249999999999,47.25,1.3251615040583071
edf07,13,,free_viewing,,5953,1.97,4,134.1525,67.0,0.6719301192675962
edf07,14,,free_viewing,,5789,3.7077777777777774,9,177.25,88.66666666666667,1.554672655035412
edf07,15,,free_viewing,,6067,2.5375000000000005,8,107.9625,45.0,1.3186088676446348
edf07,16,,free_viewing,,5695,1.6640000000000001,5,115.934,58.4,0.8779631255487269
edf07,17,,free_viewing,,5669,3.38375,8,80.42,64.0,1.411183630269889
edf07,18,,free_viewing,,6004,4.485,6,161.54833333333335,81.0,0.999333777481679
edf07,19,Punjabi,sentence_audio,active,10979,1.3075,4,108.665,65.0,0.3643319063667001
edf07,2,,free_viewing,,5665,2.5346666666666664,15,78.37933333333334,30.533333333333335,2.64783759929391
edf07,20,Punjabi,sentence_audio,active,10941,3.9233333333333333,3,157.53333333333333,102.0,0.2741979709350151
edf07,21,Punjabi,sentence_audio,active,10300,4.446666666666666,3,101.09666666666668,38.666666666666664,0.2912621359223301
edf07,22,Punjabi,sentence_audio,passive,10680,1.54,2,155.64,112.0,0.18726591760299627
edf07,23,Punjabi,sentence_audio,passive,10580,2.3425,4,126.32499999999999,76.0,0.3780718336483932
edf07,24,Punjabi,sentence_audio,passive,10282,2.484166666666667,12,77.25500000000001,56.5,1.167088115152694
edf07,25,Punjabi,sentence_audio,passive_dropped_agent,10561,2.526666666666667,3,135.37333333333333,87.33333333333333,0.2840640090900483
edf07,26,Punjabi,sentence_audio,passive_dropped_agent,11065,4.5625,12,145.88250000000002,108.5,1.0845006778129236
edf07,27,Punjabi,sentence_audio,passive_dropped_agent,10317,2.517777777777778,9,103.4688888888889,43.77777777777778,0.8723466123873219
edf07,28,English,sentence_audio,active,10201,1.6490000000000002,10,60.55899999999999,24.8,0.9802960494069208
edf07,29,English,sentence_audio,active,10892,5.796999999999999,10,89.59199999999998,63.2,0.9181050312155711
edf07,3,,free_viewing,,6046,2.8366666666666664,12,77.86083333333335,32.166666666666664,1.9847833278200462
edf07,30,English,sentence_audio,active,10462,2.4042857142857144,7,74.7,28.285714285714285,0.6690881284649207
edf07,31,English,sentence_audio,passive,10947,3.2433333333333336,9,85.23666666666666,34.44444444444444,0.8221430528912032
edf07,32,English,sentence_audio,passive,10577,1.5833333333333333,3,151.69,82.66666666666667,0.2836343008414484
edf07,33,English,sentence_audio,passive,10592,2.685555555555555,9,95.50222222222223,56.666666666666664,0.8496978851963746
edf07,34,English,sentence_audio,passive_dropped_agent,10830,2.748,5,142.3733333333333,77.33333333333333,0.4616805170821791
edf07,35,English,sentence_audio,passive_dropped_agent,10451,1.08,1,48.33,22.0,0.09568462348100659
edf07,36,English,sentence_audio,passive_dropped_agent,11077,2.068,5,176.084,106.4,0.4513857542655954
edf07,4,,free_viewing,,5938,2.5324999999999998,4,137.785,53.0,0.6736274840013473
edf07,5,,free_viewing,,5802,1.3575000000000002,4,189.1775,71.0,0.6894174422612892
edf07,6,,free_viewing,,5858,1.5630769230769228,13,60.43923076923076,25.076923076923077,2.219187435984978
edf07,7,,free_viewing,,5701,2.276666666666667,6,69.76666666666667,28.666666666666668,1.0524469391334854
edf07,8,,free_viewing,,6109,2.89625,8,128.5825,51.25,1.3095432967752496
edf07,9,,free_viewing,,5931,1.0333333333333332,3,44.919999999999995,23.333333333333332,0.5058168942842691
edf08,1,,free_viewing,,5771,2.554,15,74.94933333333333,29.466666666666665,2.5992029111072603
edf08,10,,free_viewing,,5813,2.9663636363636368,11,140.02272727272728,46.36363636363637,1.8923103388955789
edf08,11,,free_viewing,,6134,2.8406249999999993,16,78.795,30.875,2.6084121291164
edf08,12,,free_viewing,,5804,2.5100000000000002,6,81.64333333333333,29.333333333333332,1.0337698139214335
